Station Name,Code,Line,Service(s),Ridership,Status,Region,CT District,County,City,MPO,RPTA,Address,Latitude,Longitude,Facility Owner,Platform Owner,Track Owner,Setting,Capitol Corridor,San Joaquins,Pacific Surfliner,Caltrain,ACE,SMART,Metrolink,COASTER,Amtrak Long Distance,Tracks,Island Platforms,Side Platforms,Track Crossing,Station ADA Accessibility,Accessible Platform,Shelter Type,Restrooms,Accessible Restrooms,Wifi,ATMs,Food,Real-Time Schedule,Ticket Machines,Staffed,Station Hours,Staffed Hours,Long Term Parking Spaces,Accessible Parking Spaces,Total Parking Spaces,Parking Owner,Class 1,Class 2,Class 3,Other,Total,Planned,Bike Rack Spaces,Bike Locker Spaces,Total Bike Parking,Sidewalks Present,Condition,Crosswalks,Connectivity,Future HSR,Commuter Service,Thruway Bus,Local Rail,Local Bus,Signal Priority/ITS,Link,Fare Transfer,Distance (Ft.) Between Rail Platform/Bus Stop,Population (.5 Miles),Population (1 Miles),Population (3 Miles),Jobs (.5 Miles),Jobs (1 Miles),Jobs (3 Miles),Jobs/Population Ratio (.5 Miles),Jobs/Population Ratio (1 Mile),Jobs/Population Ratio (3 Miles),CalEnviroScreen (Score),CalEnviroScreen (Percentile),Fatalities (Ped),Injuries (Ped),Fatalities (Bike),Injuries (Bike),Score,Category,Score,Category,Primary Land Use(s),TOD,Link,Intersections (1 Mile),Percentile,Intersections (3 Mile),Percentile,Population (1 Mile Catchment),Population (3 Mile Catchment),Jobs (1 Mile Catchment),Jobs (3 Mile Catchment),Population Index (1 Mile Catchment),Population Index (3 Mile Catchment),Jobs Index (1 Mile Catchment),Jobs Index (3 Mile Catchment),Station Website #1,Station Website #2,Station Website #3,Station Website #4,Great American Stations Website,Bike GIS Link,Active Transportation Plan
Wasco,WAC,SJJPA,San Joaquins,,Active,,6,Kern,Wasco,Kern Council of Governments,Kern Council of Governments,700 G St.,35.5941,-119.3319,City of Wasco,City of Wasco,,,,Bi-hourly,,,,,,,,2,,1,N/A,,Yes,Shelter,No,No,No,No,,Yes,0 Machines,No,NA,NA,33,2,35,City of Wasco,,,,,,,,,,Yes,Fair,Yes,Good,No,None,No,None,Yes,No,,No,650,3105.772808,9812.678473,20473.00525,1019,1932,4801,0.328098693,0.196888139,0.234503921,46.55872278,0.833892617,4,50,1,19,76,Very Walkable,,,,,,272,0.279661017,502,0.084745763,7345.608578,19305.73523,1726,4206,0.748583437,0.942984921,0.893374741,0.876067486,https://amtraksanjoaquins.com/stations-schedules/wasco/,,,,https://www.greatamericanstations.com/stations/wasco-ca-wac/,,
Oakland Coliseum,OAC,CCJPA,Capitol Corridor,,Active,,4,Alameda,Oakland,Metropolitan Transportation Commission,Metropolitan Transportation Commission,700 73rd Ave.,37.752426,-122.198141,City of Oakland,City of Oakland/UPRR,,,Bi-hourly,,,,,,,,,3,,1,Bridge,,Yes,Shelter,No,No,No,No,,Yes,0 Machines,No,NA,NA,35,2,35,City of Oakland,6.173158206,2.46760021,4.144774208,,12.78553262,,4,16,20,Yes,Fair,Yes,Fair,No,None,No,BART,Yes,No,,No,700,5563.102938,22375.11885,233554.9591,4851,20142,81628,0.871995369,0.900196336,0.34950232,54.75748727,0.939597315,8,246,8,857,52,Somewhat Walkable,,,,,,316,0.330508475,3987,0.923728814,14337.81264,154344.1866,9211,53943,0.640792692,0.660847396,0.457303148,0.660839418,https://www.capitolcorridor.org/stations/oakland-coliseum/,,,,https://www.greatamericanstations.com/stations/oakland-coliseum-ca-oac/,,
Colfax,COX,California Zephyr,Amtrak Long Distance,,Active,,3,Placer,Colfax,Sacramento Area Council of Governments,Placer County Transportation Planning Agency,99 Railroad Street,39.0994,-120.9531,N/A,Union Pacific,,,,,,,,,,,< Bi-hourly,2,,1,N/A,,Yes,Building,Yes,No,,,,,,,9:30am - 3:00pm,,33,3,36,City of Colfax,,1.285840361,,,1.285840361,,,,,Yes,Good,Yes,Good,No,No,Yes,No,Yes (Placer County Transit),,,,350,275.1221025,947.0871893,5412.685517,361,581,794,1.312144669,0.613459887,0.146692432,9.322941008,0.043624161,0,6,1,3,61,Somewhat Walkable,,,,,,157,0.110169492,383,0.050847458,412.4893538,2444.690711,416,716,0.43553472,0.451659477,0.716006885,0.901763224,https://www.amtrak.com/stations/cox,,,,https://www.greatamericanstations.com/stations/colfax-ca-cox/,,
Dunsmuir,DUN,Coast Starlight,Amtrak Long Distance,,Active,,2,Siskiyou,Dunsmuir,,Siskiyou County Local Transportation Commission,5750 Sacramento Avenue,41.2112,-122.2706,Union Pacific,Union Pacific,,,,,,,,,,,< Bi-hourly,2,,1,N/A,,Yes,Building,Yes,Yes,,,,,,No,"12:00am - 01:00am, 04:00am - 06:00am",,33,5,38,Union Pacific,,,,,,,,,,Yes,Fair,No,Fair,No,No,No,No,Yes (S.T.A.G.E.),,,,860,682.8711371,1095.421604,1624.54898,167,238,327,0.244555658,0.217267944,0.201286636,12.97,0.098993289,0,4,0,0,54,Somewhat Walkable,,,,,,118,0.059322034,278,0.025423729,535.1771317,704.6422469,199,271,0.488558131,0.433746385,0.836134454,0.828746177,https://www.amtrak.com/stations/dun,,,,https://www.greatamericanstations.com/stations/dunsmuir-ca-dun/,,
Globe,,SacRT,SacRT,,Active,,3,Sacramento,Sacramento,Sacramento Area Council of Governments,Sacramento Area Council of Governments,,38.602778,-121.465833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,38,SacRT,,,,,,,,,,,,,,,,,,,,,,,2183.291889,7938.264795,148297.8509,3890,5982,193989,1.78171321,0.753565188,1.308103919,50.45705641,0.88590604,,,,,54,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Bayshore,BAY,,Caltrain,,Active,,4,San Mateo,Brisbane,Metropolitan Transportation Commission,Metropolitan Transportation Commission,400 Tunnel Ave.,37.7075,-122.401944,,,PCJPB,,,,,Peak hour/direction,,,,,,4,,2,Bridge,Yes,,Shelter,,,,,,,3 Machines,,,,38,,38,,0.067272161,5.566118216,11.04570107,,16.67909145,,18,8,,Yes,Fair,Yes,Fair,,Yes,,,"Yes (Muni, Samtrans)",,,,2140,6502.356021,26777.65399,220240.948,1892,3973,57939,0.290971456,0.14836998,0.263070971,34.84233299,0.661073826,5,132,6,683,44,Car-Dependent,,,,,,352,0.398305085,2958,0.610169492,14515.92808,137500.5164,2384,38349,0.542091106,0.624318582,0.60005034,0.661885776,https://www.caltrain.com/stations/bayshorestation.html,,,,,,
Stockton-Downtown,SKT,"SJJPA, ACE","San Joaquins, ACE",,Active,,10,San Joaquin,Stockton,San Joaquin Council of Governments,San Joaquin Council of Governments,949 East Channel St.,37.956944,-121.278889,SJRRC/UPRR,UPRR,,,,< Bi-hourly,,,Peak hour/direction,,,,,3,,1,N/A,,Yes,Shelter,Yes,Yes,No,No,,Yes,0 Machines,No,6:45am - 9:45pm,6:45am - 9:45pm,29,11,40,NA,,3.30174304,11.90814459,,15.20988763,19.09456052,,Yes,,Yes,Good,Yes,Good,No,ACE,Yes,No,Yes (not close),Yes,http://stockton.granicus.com/MetaViewer.php?view_id=48&clip_id=3553&meta_id=307044,No,370,4495.581429,16525.29781,135257.5735,10936,23008,60164,2.432610814,1.392289583,0.444810582,64.21538171,0.988255034,24,349,22,723,86,Very Walkable,,,,Yes,http://www.stocktongov.com/files/OpenWindowProjectMasterDevelopmentPlanFINAL.pdf,575,0.915254237,3130,0.652542373,10244.68121,88244.35364,18927,47355,0.619939279,0.652417099,0.822626912,0.787098597,https://amtraksanjoaquins.com/stations-schedules/stockton-cabral/,https://acerail.com/stations/,,,https://www.greatamericanstations.com/stations/stockton-cabral-station-ca-skt/,,
Burbank Airport - South,BUR,"Metrolink, Amtrak","Pacific Surfliner, Metrolink",,Active,,7,Los Angeles,Burbank,Southern California Association of Governments,Southern California Association of Governments,3750 Empire Ave.,34.192778,-118.352151,City of Burbank,City of Burbank,,,,,< Bi-hourly,,,,,,,2,,2,Grade,,Yes,Shelter,No,No,No,No,,Yes,Machines Available,No,NA,NA,,,40,City of Burbank,1.83279018,8.997948219,2.625077625,,13.45581602,31.28013596,,,,Yes,Fair,Yes,Good,Yes,Metrolink,Yes,None,Yes (Metro Buses),No,,Yes* (LA Metro Buses),400,2226.550458,17102.83177,232901.7114,5674,16553,228575,2.548336589,0.967851419,0.981422586,30.83786412,0.573825503,6,53,7,1102,40,Car-Dependent,,,,,,376,0.474576271,3918,0.898305085,5467.831628,151171.7473,7093,156176,0.319703293,0.64907959,0.428502386,0.683259324,https://www.pacificsurfliner.com/destinations/hollywood-burbank-airport/,https://metrolinktrains.com/rider-info/general-info/stations/burbankairportsouth/,,,https://www.greatamericanstations.com/stations/burbank-airport-ca-bur/,,
Palm Springs,PSN,"Sunset Limited, Texas Eagle",Amtrak Long Distance,,Active,,8,Riverside,Palm Springs,Southern California Association of Governments,Southern California Association of Governments,N. Indian Canyon Drive and Palm Springs Station Road,33.897778,-116.548056,City of Palm Springs,Union Pacific,,,,,,,,,,,< Bi-hourly,1,,1,N/A,,Yes,Shelter,No,No,,,,,,,N/A,,36,4,40,City of Palm Springs,,,,,,18.69946101,,,,No,N/A,No,Poor,No,No,No,No,No,,,,N/A,180.589901,699.4309367,13297.62146,,54,888,180.589901,0.077205621,0.06677886,16.7129682,0.209731544,0,2,0,6,14,Car-Dependent,,,,,,18,0.016949153,396,0.059322034,60.15330441,2045.110265,0,322,0.086003208,0.153795193,0,0.362612613,https://www.amtrak.com/stations/psn,,,,https://www.greatamericanstations.com/stations/palm-springs-ca-psn/,,
Surf,LPS,LOSSAN,Pacific Surfliner,,Active,,5,Santa Barbara,Unincorporated,Santa Barbara County Association of Governments,Santa Barbara County Association of Governments,End of Ocean Ave. at Surf Beach,34.683,-120.605,UPRR,UPRR,,,,,< Bi-hourly,,,,,,,2,,1,N/A,,Yes,Shelter,No,No,No,No,,Yes,0 Machines,No,NA,NA,38,2,40,UPRR,,,,,,,,,,No,N/A,No,N/A,No,None,No,None,No,No,,No,N/A,10.75368909,38.66710782,341.2997132,,,18,10.75368909,38.66710782,0.05273957,19.38,0.286912752,0,0,0,0,0,Car-Dependent,34,Somewhat Bikeable,,,,12,0.008474576,165,0.008474576,10.2987056,66.79017292,0,0,0.266342796,0.19569361,#VALUE!,0,https://www.pacificsurfliner.com/destinations/lompoc-surf/,,,,https://www.greatamericanstations.com/stations/lompoc-surf-ca-lps/,,
Novato San Marin,,SMART,SMART,,Active,,4,Marin,Novato,Metropolitan Transportation Commission,Metropolitan Transportation Commission,7700 Redwood Boulevard,38.1208,-122.5661,,,,,,,,,,Hour,,,,1,,1,N/A,Yes,,Shelter,No,No,,,,,Machines Available,,,,37,4,41,,1.120647827,13.66833686,1.465603254,,16.25458794,,10,8,18,Yes,Fair,Yes,Fair,No,No,No,No,Yes,,,"Golden Gate Transit, Marin Transit",280,1272.468508,5473.831136,39834.53964,722,2944,11730,0.567401075,0.537831717,0.29446807,8.963401716,0.031879195,0,29,2,124,26,Car-Dependent,,,,,,213,0.169491525,1135,0.194915254,3252.48787,28227.76577,2392,9734,0.594188565,0.70862538,0.8125,0.829838022,https://www.sonomamarintrain.org/stations,,,,,,
San Mateo,SMT,,Caltrain,,Active,,4,San Mateo,San Mateo,Metropolitan Transportation Commission,Metropolitan Transportation Commission,385 First Ave.,37.5683,-122.3241,,,PCJPB,,,,,Peak hour/direction,,,,,,2,,2,Grade,Yes*,,Shelter,,,,,,,4 Machines,,,,42,,42,City of San Mateo,0.551256726,4.384491868,14.57010829,,19.50585688,,11,12,,Yes,Good,Yes,Good,,Yes,,,Yes,,,,380,11778.33504,37829.61837,127075.1447,8371,13961,86071,0.710711656,0.369049454,0.677323644,18.40778467,0.248322148,7,180,6,404,98,Walker's Paradise,,,,,,549,0.881355932,2693,0.550847458,27337.12057,96727.68817,11848,49048,0.722638021,0.761184954,0.84864981,0.56985512,https://www.caltrain.com/stations/sanmateostation.html,,,,,,
Indiana Station,,Metro,Metro,,Active,,7,Los Angeles,Unincorporated,Southern California Association of Governments,Southern California Association of Governments,,34.0343,-118.192182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,42,,,,,,,,,,,,,,,,,,,,,,,,14996.92205,61027.28771,277535.5704,2001,6422,151308,0.133427379,0.105231614,0.545184171,50.8019784,0.89261745,,,,,89,Very Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Lodi,LOD,SJJPA,San Joaquins,,Active,,10,San Joaquin,Lodi,San Joaquin Council of Governments,San Joaquin Council of Governments,24 South Sacramento St.,38.1332,-121.272,City of Lodi,UPRR,,,,< Bi-hourly,,,,,,,,1,,1,N/A,,Yes,Building,Yes,No,No,No,,Yes,Machines Available,No,7:00am - 6:00pm,7:00am - 6:00pm,43,2,45,City of Lodi,,7.42401232,,,7.42401232,,4,,4,Yes,Good,Yes,Good,No,None,Yes,None,Yes,No,https://www.lodi.gov/DocumentCenter/View/696/Lodi-Short-Range-Transit-Plan-2013-PDF,No,230,6237.533757,21892.10719,67189.39054,3093,7069,25397,0.49586906,0.322901763,0.377991224,36.43107978,0.687919463,5,129,3,251,95,Walker's Paradise,,,,,,442,0.652542373,1641,0.347457627,16119.84146,58001.88304,4995,21299,0.736331195,0.86325955,0.706606309,0.838642359,https://amtraksanjoaquins.com/stations-schedules/lodi/,,,,http://www.greatamericanstations.com/stations/lodi-ca-lod/,,
Hanford,HNF,SJJPA,San Joaquins,,Active,,6,Kings,Hanford,Kings County Association of Governments,Kings County Association of Governments,200 Santa Fe Ave. #A,36.3261,-119.6519,City of Hanford,BNSF,,,,Bi-hourly,,,,,,,,2,,2,Grade,,Yes,Building,Yes,Yes,No,No,,Yes,0 Machines,Yes,5:15am - 9:00pm,5:15am - 9:00pm,44,2,46,BNSF,,,,,,,,,,Yes,Fair,Yes,Good,No,None,Yes,None,Yes,No,,No,500,2699.655138,12910.98625,60619.60371,3128,10254,18033,1.158666511,0.794207336,0.297478025,44.97075224,0.808724832,1,92,3,161,84,Very Walkable,,,,,,371,0.457627119,1317,0.262711864,8249.556012,45272.83041,5880,16010,0.6389563,0.746834813,0.573434757,0.88781678,https://amtraksanjoaquins.com/stations-schedules/hanford/,,,,https://www.greatamericanstations.com/stations/hanford-ca-hnf/,,
Victorville,VRV,Southwest Chief,Amtrak Long Distance,,Active,,8,San Bernardino,Victorville,Southern California Association of Governments,Southern California Association of Governments,16838/16858 D Street,34.5375,-117.293333,Victorville Redevelopment Agency,BNSF,,,,,,,,,,,< Bi-hourly,2,1,1,N/A,,Yes,None,No,No,,,,,,,N/A,,44,2,46,Victorville Redevelopment Agency,0.874532501,,,,0.874532501,27.71961862,,,,Yes,Good,Yes,Fair,No,No,Yes,No,Yes (Victor Valley Transit),,,,600,2062.119726,5960.749659,42314.48647,228,1814,15684,0.11056584,0.304324138,0.370653204,37.6826724,0.709731544,9,35,1,65,51,Somewhat Walkable,,,,,,190,0.13559322,1348,0.288135593,3688.009471,23932.42662,1265,11359,0.618715712,0.565584711,0.697353914,0.724241265,https://www.amtrak.com/stations/vrv,,,,https://www.greatamericanstations.com/stations/victorville-ca-vrv/,,
Truckee,TRU,California Zephyr,Amtrak Long Distance,,Active,,3,Nevada,Truckee,,Nevada County Transportation Commission,10065 Donner Pass Road,39.3275,-120.1855,Town of Truckee,Union Pacific,,,,,,,,,,,< Bi-hourly,3,,1,N/A,,Yes,Building,Yes,No,,,,,,,9:00am - 5:00pm,,43,5,48,Town of Truckee,,,,,,,3,,3,Yes,Fair,Yes,Fair,No,No,Yes,No,Yes (Tahoe Truckee Area Regional Transit),,,,90,803.0890232,3192.489264,9281.090514,1033,2985,6920,1.286283301,0.93500706,0.745602038,12.16312382,0.083892617,0,16,1,39,63,Somewhat Walkable,,,,,,133,0.093220339,554,0.093220339,1319.423825,6549.129579,1919,6244,0.41328998,0.705642249,0.642881072,0.902312139,https://www.amtrak.com/stations/tru,,,,https://www.greatamericanstations.com/stations/truckee-ca-tru/,,
Denair,TRK,SJJPA,San Joaquins,,Active,,10,Stanislaus,Unincorporated,Stanislaus Council of Governments,Stanislaus Council of Governments,Sante Fe Ave. at Elm St. (Denair),37.5273,-120.7981,BNSF/Amtrak,BNSF,,,,Bi-hourly,,,,,,,,3,,1,N/A,,Yes,Shelter,No,No,No,No,,Yes,Machines Available,No,NA,NA,46,2,48,BNSF,,,,,,,,,,No,N/A,No,Poor,No,None,No,None,No,No,http://www.turlocktransit.com/uploads/5/6/5/9/56594837/turlock_short_range_transit_plan_-_final_report.pdf,No,N/A,924.6356826,3425.532796,34229.93253,365,485,8106,0.39475007,0.141583814,0.236810283,30.45,0.563758389,0,9,1,63,55,Somewhat Walkable,,,,,,131,0.084745763,867,0.127118644,1859.106134,21740.5765,400,2202,0.542720285,0.63513349,0.824742268,0.271650629,https://amtraksanjoaquins.com/stations-schedules/turlock-denair/,,,,https://www.greatamericanstations.com/stations/denair-ca-trk/,,
Santa Barbara,SBA,"LOSSAN, Coast Starlight","Pacific Surfliner, Amtrak Long Distance",,Active,,5,Santa Barbara,Santa Barbara,Santa Barbara County Association of Governments,Santa Barbara County Association of Governments,209 State Street,34.413611,-119.6925,City of Santa Barbara,UPRR,,,,,< Bi-hourly,,,,,,< Bi-hourly,2,1,1,Grade,,Yes,Building,Yes,Yes,No,No,,Yes,Machines Available,Yes,6:15am - 7:30pm,6:15am - 7:30pm,46,4,50,City of Santa Barbara,,,,,,,,8,8,Yes,Good,Yes,Good,No,None,Yes,None,Yes,Maybe?,http://meetings.sbcag.org/Meetings/SBCAG/2017/01%20Jan/Item%205C%20TDA%20Audits/Attachment%202_WEB%20ONLY/FY%202013-15%20TDA%20Performance%20Audit-SBMTD%20Draft%20Final.pdf,Yes (Santa Barbara Metropolitan Transit District),1410,2960.592681,16763.59377,81164.57103,7432,25663,47410,2.510308171,1.530876992,0.584121858,25.03582178,0.441275168,10,347,3,1008,84,Very Walkable,,,,,,332,0.355932203,1657,0.355932203,7724.057141,66644.61874,13000,42473,0.460763799,0.821104798,0.506565873,0.895865851,https://www.pacificsurfliner.com/destinations/santa-barbara/,,,,https://www.greatamericanstations.com/stations/santa-barbara-ca-sba/,,
San Luis Obispo,SLO,"LOSSAN, Coast Starlight","Pacific Surfliner, Amtrak Long Distance",,Active,,5,San Luis Obispo,San Luis Obispo,San Luis Obispo Council of Governments,San Luis Obispo Council of Governments,1011 Railroad Ave. at Santa Rosa,35.276389,-120.654722,UPRR,UPRR,,,,,< Bi-hourly,,,,,,< Bi-hourly,2,1,1,Grade/Bridge,,Yes,Building,Yes,Yes,No,No,,Yes,Machines Available,Yes,11:15am - 4:00pm,11:15am - 4:00pm,,,50,UPRR,4.190492573,10.5335229,14.90308659,0.535699634,30.1628017,3.561616719,4,,4,Yes,Good,Yes,Good,No,None,Yes,None,Yes,No,,"Yes (SLO Transit, Regional Transit Authority (not at station))",300,3046.282058,12978.13629,48948.25533,4131,15486,41712,1.356079287,1.193237585,0.852165204,13.22924064,0.109060403,4,198,2,588,80,Very Walkable,,,,,,363,0.440677966,1126,0.169491525,7835.262478,33053.70926,10017,28651,0.603727862,0.675278598,0.646842309,0.686876678,https://www.pacificsurfliner.com/destinations/san-luis-obispo/,,,,https://www.greatamericanstations.com/stations/san-luis-obispo-ca-slo/,,
Merced,MCD,SJJPA,San Joaquins,,Active,,10,Merced,Merced,Merced County Association of Governments,Merced County Association of Governments,324 W. 24th St.,37.3073,-120.4768,State of California,BNSF,,,,Bi-hourly,,,,,,,,2,,1,N/A,,Yes,Building,Yes,Yes,No,No,,Yes,0 Machines,Yes,6:45am - 9:30pm,6:45am - 9:30pm,50,,50,State of California,5.58663138,8.906685736,6.285532791,0.918211916,21.69706182,9.685732493,,,,Yes,Fair,Yes,Fair,No,None,Yes,None,Yes (Samtrans),No,https://www.cityofmerced.org/Home/ShowDocument?id=6094,No,220,3733.154395,15482.92858,82839.16855,4092,11331,27483,1.096123966,0.731838292,0.331763349,47.15523103,0.837248322,12,253,4,503,69,Somewhat Walkable,,,,,,448,0.686440678,2028,0.423728814,9797.225113,63980.84501,6483,23190,0.632775968,0.772350159,0.572147207,0.843794346,https://amtraksanjoaquins.com/stations-schedules/merced/,,,,https://www.greatamericanstations.com/stations/merced-ca-mcd/,,
Whisman,,VTA,VTA,,Active,,4,Santa Clara,Mountain View,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.39177263,-122.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,4713.606688,25230.82731,178629.0937,11695,21041,157882,2.481114945,0.833940153,0.883853782,15.48517665,0.162751678,,,,,48,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
Winchester,,VTA,VTA,,Active,,4,Santa Clara,Campbell,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.27960951,-121.9479065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,5048.360863,22618.11234,216984.3972,6049,17044,82374,1.198210699,0.753555369,0.379630983,14.47117376,0.127516779,,,,,77,Very Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma County Airport,,SMART,SMART,,Active,,4,Sonoma,Unincorporated,Metropolitan Transportation Commission,Metropolitan Transportation Commission,1130 Airport Boulevard,38.51,-122.7842,,,,,,,,,,Hour,,,,1,,1,Grade,Yes,,Shelter,No,No,,,,,Machines Available,,,,54*,3,57,,,6.844042619,,,6.844042619,,10,4,14,Yes,Fair,No,Fair,No,No,No,No,Yes,,,Sonoma County Transit,575,720.485464,3297.938336,32202.1611,4924,8225,17492,6.834280837,2.49398235,0.543193357,22.21150033,0.365771812,2,4,2,61,12,Car-Dependent,,,,,,78,0.033898305,837,0.118644068,775.4296024,12241.14616,4079,12281,0.235125561,0.380134306,0.495927052,0.702092385,https://www.sonomamarintrain.org/stations,,,,,,
Los Angeles,LAX,,"Pacific Surfliner, Metrolink, Amtrak Long Distance",,Active,,7,Los Angeles,Los Angeles,Southern California Association of Governments,Southern California Association of Governments,800 N. Alameda St.,34.05515,-118.23525,LACMTA (Metro),LACMTA (Metro),,,,,Hourly,,,,,,< Bi-hourly,12,6,,Tunnel,,Yes,Building,Yes,Yes,No,Yes,,Yes,Machines Available,Yes,24-hours,4:15am - 11:00pm,60,,60,LACMTA (Metro),0.51526692,12.65054173,3.74868965,0.513654319,17.42815262,35.1991124,200,,200,Yes,Good,Yes,Good,Yes,Metrolink,Yes,Metro,Yes,Yes,http://octec.net/downloads/ITS-CA%20NextGen%20Presentation.pdf,Yes (LA Metro Buses and LR*),500,12754.2784,42988.19176,426787.9789,51725,179808,460088,4.055501879,4.182730016,1.07802474,49.43173447,0.865771812,28,816,23,3953,80,Very Walkable,,,,,,661,0.983050847,5161,1,18504.49602,246359.045,43704,403454,0.430455324,0.577239888,0.243059263,0.876906157,https://www.pacificsurfliner.com/destinations/los-angeles/,https://metrolinktrains.com/rider-info/general-info/stations/l.a.-union-station/,,,https://www.greatamericanstations.com/stations/los-angeles-ca-lax/,,
Ventura - East,,Metrolink,Metrolink,,Active,,7,Ventura,Ventura,Southern California Association of Governments,Southern California Association of Governments,950 County Square Dr.,34.250556,-119.203889,Ventura County Transportation Commission,,,,,,,,,,,,,2,,1,N/A,,,Shelter,No,No,No,No,,,Machines Available,No,,,60,3,63,,6.041252522,16.86048738,2.236399153,,25.13813905,32.71776063,,,,Yes,Fair,Yes,Fair,No,,,,No,,,,N/A,2971.281441,11427.54282,114088.8926,3091,7672,50827,1.040291895,0.671360424,0.445503492,25.68292458,0.461409396,3,46,2,367,58,Somewhat Walkable,,,,,,314,0.313559322,2765,0.559322034,6860.78614,36566.66224,2332,31533,0.600372823,0.320510274,0.303962461,0.620398607,https://metrolinktrains.com/rider-info/general-info/stations/ventura---east/,,,,,,
Fashion Valley Transit Center,,MTS Trolley,MTS Trolley,,Active,,11,San Diego,San Diego,San Diego Association of Governments,San Diego Association of Governments,"Riverwalk Drive & Fashion Valley Road San Diego, CA 92110",32.7657,-117.1694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,63,,,,,,,,,,,,,,,,,,,,,,,,3488.036521,18570.5597,188813.9423,7936,33974,155959,2.275205535,1.829454822,0.825993028,16.89365606,0.218120805,,,,,42,Car-Dependent,57,Bikeable,,,,,,,,,,,,,,,,,,,,,,
103rd Street / Watts Towers  Station,,Metro,Metro,,Active,,7,Los Angeles,Los Angeles,Southern California Association of Governments,Southern California Association of Governments,,33.94222,-118.243159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,64,,,,,,,,,,,,,,,,,,,,,,,,13822.16085,56836.42629,476942.9781,1423,4141,59102,0.102950618,0.072858205,0.123918377,62.94616647,0.984899329,,,,,80,Very Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Needles,NDL,Southwest Chief,Amtrak Long Distance,,Active,,8,San Bernardino,Needles,Southern California Association of Governments,Southern California Association of Governments,950 Front Street,34.840833,-114.605556,City of Needles,BNSF,,,,,,,,,,,< Bi-hourly,3,1,1,Grade,,Yes,Building,No,No,,,,,,,"12:00am - 2:00am, 11:00pm - 11:59pm",,65,,65,City of Needles,,,,,,9.386563424,,,,Yes,Fair,Yes,Good,No,No,No,No,Yes (Needles Area Transit)),,,,970,418.8050247,1573.372744,2707.577568,261,909,1103,0.623201692,0.577739765,0.407375217,33.66477618,0.637583893,1,5,0,5,47,Car-Dependent,,,,,,247,0.194915254,559,0.101694915,798.5151557,2261.232472,429,941,0.507518106,0.835149655,0.471947195,0.853127833,https://www.amtrak.com/stations/ndl,,,,https://www.greatamericanstations.com/stations/needles-ca-ndl/,,
Burlingame,BUR,,Caltrain,,Active,,4,San Mateo,Burlingame,Metropolitan Transportation Commission,Metropolitan Transportation Commission,290 California Drive,37.58,-122.345,,,PCJPB,,,,,Peak hour/direction,,,,,,2,,2,Grade,Yes,,Building,,,,,,,3 Machines,,,,68,,68,,13.46429753,,20.74505962,,34.20935716,,13,18,,Yes,Good,Yes,Good,,Yes,,,Yes,,,,310,9253.110539,26009.87004,105879.2658,5499,14329,70805,0.594286643,0.550906251,0.668733387,11.58333326,0.077181208,1,153,4,371,98,Walker's Paradise,,,,,,481,0.745762712,2139,0.466101695,21658.30669,85048.5488,7701,62490,0.832695691,0.803259714,0.537441552,0.882564791,https://www.caltrain.com/stations/burlingamestation.html,,,,,,
Modesto,MOD,SJJPA,San Joaquins,,Active,,10,Stanislaus,Modesto,Stanislaus Council of Governments,Stanislaus Council of Governments,Held Dr. & Briggsmore Ave.,37.669029,-120.914926,City of Modesto,BNSF,,,,Bi-hourly,,,,,,,,1,,1,N/A,,Yes,Building,Yes,Yes,No,No,,Yes,0 Machines,Yes,5:30am - 9:00pm,5:30am - 9:00pm,67,5,72,City of Modesto,6.015466451,4.731664569,4.432987315,,15.18011834,22.52372544,,,,Yes,Fair,No,Poor,No,None,No,None,Yes,No (discussed as future possibility),http://www.modestogov.com/ArchiveCenter/ViewFile/Item/2793,No,400,2079.993507,9722.25016,68085.69489,166,475,12816,0.079807941,0.048857002,0.188233373,40.18927736,0.739932886,0,5,8,179,8,Car-Dependent,,,,,,253,0.245762712,1578,0.322033898,2723.819682,43545.23836,183,5561,0.280163505,0.63956516,0.385263158,0.433910737,https://amtraksanjoaquins.com/stations-schedules/modesto/,,,,https://www.greatamericanstations.com/stations/modesto-ca-mod/,,
